1 3 2 3 14 2 27 45 38
2 3 2 3 14 38 45 46 37
3 3 2 3 14 37 46 47 36
4 3 2 3 14 36 47 35 1
5 3 2 3 14 27 28 48 45
6 3 2 3 14 45 48 49 46
7 3 2 3 14 46 49 50 47
8 3 2 3 14 47 50 34 35
9 3 2 3 14 28 29 51 48
10 3 2 3 14 48 51 52 49
11 3 2 3 14 49 52 53 50
12 3 2 3 14 50 53 33 34
13 3 2 3 14 29 6 30 51
14 3 2 3 14 51 30 31 52
15 3 2 3 14 52 31 32 53
16 3 2 3 14 53 32 8 33
17 3 2 2 16 2 24 54 38
18 3 2 2 16 38 54 55 37
19 3 2 2 16 37 55 56 36
20 3 2 2 16 36 56 23 1
21 3 2 2 16 24 25 57 54
22 3 2 2 16 54 57 58 55
23 3 2 2 16 55 58 59 56
24 3 2 2 16 56 59 22 23
25 3 2 2 16 25 26 60 57
26 3 2 2 16 57 60 61 58
27 3 2 2 16 58 61 62 59
28 3 2 2 16 59 62 21 22
29 3 2 2 16 26 4 18 60
30 3 2 2 16 60 18 19 61
31 3 2 2 16 61 19 20 62
32 3 2 2 16 62 20 3 21
33 3 2 3 18 5 15 63 14
34 3 2 3 18 14 63 64 13
35 3 2 3 18 13 64 65 12
36 3 2 3 18 12 65 11 7
37 3 2 3 18 15 16 66 63
38 3 2 3 18 63 66 67 64
39 3 2 3 18 64 67 68 65
40 3 2 3 18 65 68 10 11
41 3 2 3 18 16 17 69 66
42 3 2 3 18 66 69 70 67
43 3 2 3 18 67 70 71 68
44 3 2 3 18 68 71 9 10
45 3 2 3 18 17 4 18 69
46 3 2 3 18 69 18 19 70
47 3 2 3 18 70 19 20 71
48 3 2 3 18 71 20 3 9
49 3 2 1 20 6 42 72 30
50 3 2 1 20 30 72 73 31
51 3 2 1 20 31 73 74 32
52 3 2 1 20 32 74 39 8
53 3 2 1 20 42 43 75 72
54 3 2 1 20 72 75 76 73
55 3 2 1 20 73 76 77 74
56 3 2 1 20 74 77 40 39
57 3 2 1 20 43 44 78 75
58 3 2 1 20 75 78 79 76
59 3 2 1 20 76 79 80 77
60 3 2 1 20 77 80 41 40
61 3 2 1 20 44 5 14 78
62 3 2 1 20 78 14 13 79
63 3 2 1 20 79 13 12 80
64 3 2 1 20 80 12 7 41
65 3 2 3 22 2 27 81 24
66 3 2 3 22 24 81 82 25
67 3 2 3 22 25 82 83 26
68 3 2 3 22 26 83 17 4
69 3 2 3 22 27 28 84 81
70 3 2 3 22 81 84 85 82
71 3 2 3 22 82 85 86 83
72 3 2 3 22 83 86 16 17
73 3 2 3 22 28 29 87 84
74 3 2 3 22 84 87 88 85
75 3 2 3 22 85 88 89 86
76 3 2 3 22 86 89 15 16
77 3 2 3 22 29 6 42 87
78 3 2 3 22 87 42 43 88
79 3 2 3 22 88 43 44 89
80 3 2 3 22 89 44 5 15
81 3 2 3 24 8 33 90 39
82 3 2 3 24 39 90 91 40
83 3 2 3 24 40 91 92 41
84 3 2 3 24 41 92 11 7
85 3 2 3 24 33 34 93 90
86 3 2 3 24 90 93 94 91
87 3 2 3 24 91 94 95 92
88 3 2 3 24 92 95 10 11
89 3 2 3 24 34 35 96 93
90 3 2 3 24 93 96 97 94
91 3 2 3 24 94 97 98 95
92 3 2 3 24 95 98 9 10
93 3 2 3 24 35 1 23 96
94 3 2 3 24 96 23 22 97
95 3 2 3 24 97 22 21 98
96 3 2 3 24 98 21 3 9
