1 0 0 0
2 1 0 0
3 0 1 0
4 1 1 0
5 1 1 1
6 1 0 1
7 0 1 1
8 0 0 1
9 0 1 0.4999999999980606
10 0.4999999999980606 1 1
11 1 1 0.5000000000024819
12 0.5000000000024819 1 0
13 0 0.5000000000024819 0
14 1 0.4999999999980606 0
15 1 0 0.4999999999980606
16 0.5000000000024819 0 1
17 0 0 0.5000000000024819
18 0.4999999999980606 0 0
19 0 0.4999999999980606 1
20 1 0.4999999999980606 1
21 0.5000000000002713 0 0.5000000000002712
22 0.5000000000002713 0.5000000000002712 0
23 0.5000000000002712 1 0.5000000000002712
24 0.5000000000002712 0.4999999999980606 1
25 1 0.4999999999980606 0.5000000000002712
26 0 0.5000000000002712 0.5000000000002712
27 0.5000000000002716 0.499999999999166 0.5000000000002714
