1 3 2 3 14 2 33 57 48
2 3 2 3 14 48 57 58 47
3 3 2 3 14 47 58 59 46
4 3 2 3 14 46 59 60 45
5 3 2 3 14 45 60 44 1
6 3 2 3 14 33 34 61 57
7 3 2 3 14 57 61 62 58
8 3 2 3 14 58 62 63 59
9 3 2 3 14 59 63 64 60
10 3 2 3 14 60 64 43 44
11 3 2 3 14 34 35 65 61
12 3 2 3 14 61 65 66 62
13 3 2 3 14 62 66 67 63
14 3 2 3 14 63 67 68 64
15 3 2 3 14 64 68 42 43
16 3 2 3 14 35 36 69 65
17 3 2 3 14 65 69 70 66
18 3 2 3 14 66 70 71 67
19 3 2 3 14 67 71 72 68
20 3 2 3 14 68 72 41 42
21 3 2 3 14 36 6 37 69
22 3 2 3 14 69 37 38 70
23 3 2 3 14 70 38 39 71
24 3 2 3 14 71 39 40 72
25 3 2 3 14 72 40 8 41
26 3 2 2 16 2 29 73 48
27 3 2 2 16 48 73 74 47
28 3 2 2 16 47 74 75 46
29 3 2 2 16 46 75 76 45
30 3 2 2 16 45 76 28 1
31 3 2 2 16 29 30 77 73
32 3 2 2 16 73 77 78 74
33 3 2 2 16 74 78 79 75
34 3 2 2 16 75 79 80 76
35 3 2 2 16 76 80 27 28
36 3 2 2 16 30 31 81 77
37 3 2 2 16 77 81 82 78
38 3 2 2 16 78 82 83 79
39 3 2 2 16 79 83 84 80
40 3 2 2 16 80 84 26 27
41 3 2 2 16 31 32 85 81
42 3 2 2 16 81 85 86 82
43 3 2 2 16 82 86 87 83
44 3 2 2 16 83 87 88 84
45 3 2 2 16 84 88 25 26
46 3 2 2 16 32 4 21 85
47 3 2 2 16 85 21 22 86
48 3 2 2 16 86 22 23 87
49 3 2 2 16 87 23 24 88
50 3 2 2 16 88 24 3 25
51 3 2 3 18 5 17 89 16
52 3 2 3 18 16 89 90 15
53 3 2 3 18 15 90 91 14
54 3 2 3 18 14 91 92 13
55 3 2 3 18 13 92 12 7
56 3 2 3 18 17 18 93 89
57 3 2 3 18 89 93 94 90
58 3 2 3 18 90 94 95 91
59 3 2 3 18 91 95 96 92
60 3 2 3 18 92 96 11 12
61 3 2 3 18 18 19 97 93
62 3 2 3 18 93 97 98 94
63 3 2 3 18 94 98 99 95
64 3 2 3 18 95 99 100 96
65 3 2 3 18 96 100 10 11
66 3 2 3 18 19 20 101 97
67 3 2 3 18 97 101 102 98
68 3 2 3 18 98 102 103 99
69 3 2 3 18 99 103 104 100
70 3 2 3 18 100 104 9 10
71 3 2 3 18 20 4 21 101
72 3 2 3 18 101 21 22 102
73 3 2 3 18 102 22 23 103
74 3 2 3 18 103 23 24 104
75 3 2 3 18 104 24 3 9
76 3 2 1 20 6 53 105 37
77 3 2 1 20 37 105 106 38
78 3 2 1 20 38 106 107 39
79 3 2 1 20 39 107 108 40
80 3 2 1 20 40 108 49 8
81 3 2 1 20 53 54 109 105
82 3 2 1 20 105 109 110 106
83 3 2 1 20 106 110 111 107
84 3 2 1 20 107 111 112 108
85 3 2 1 20 108 112 50 49
86 3 2 1 20 54 55 113 109
87 3 2 1 20 109 113 114 110
88 3 2 1 20 110 114 115 111
89 3 2 1 20 111 115 116 112
90 3 2 1 20 112 116 51 50
91 3 2 1 20 55 56 117 113
92 3 2 1 20 113 117 118 114
93 3 2 1 20 114 118 119 115
94 3 2 1 20 115 119 120 116
95 3 2 1 20 116 120 52 51
96 3 2 1 20 56 5 16 117
97 3 2 1 20 117 16 15 118
98 3 2 1 20 118 15 14 119
99 3 2 1 20 119 14 13 120
100 3 2 1 20 120 13 7 52
101 3 2 3 22 2 33 121 29
102 3 2 3 22 29 121 122 30
103 3 2 3 22 30 122 123 31
104 3 2 3 22 31 123 124 32
105 3 2 3 22 32 124 20 4
106 3 2 3 22 33 34 125 121
107 3 2 3 22 121 125 126 122
108 3 2 3 22 122 126 127 123
109 3 2 3 22 123 127 128 124
110 3 2 3 22 124 128 19 20
111 3 2 3 22 34 35 129 125
112 3 2 3 22 125 129 130 126
113 3 2 3 22 126 130 131 127
114 3 2 3 22 127 131 132 128
115 3 2 3 22 128 132 18 19
116 3 2 3 22 35 36 133 129
117 3 2 3 22 129 133 134 130
118 3 2 3 22 130 134 135 131
119 3 2 3 22 131 135 136 132
120 3 2 3 22 132 136 17 18
121 3 2 3 22 36 6 53 133
122 3 2 3 22 133 53 54 134
123 3 2 3 22 134 54 55 135
124 3 2 3 22 135 55 56 136
125 3 2 3 22 136 56 5 17
126 3 2 3 24 8 41 137 49
127 3 2 3 24 49 137 138 50
128 3 2 3 24 50 138 139 51
129 3 2 3 24 51 139 140 52
130 3 2 3 24 52 140 12 7
131 3 2 3 24 41 42 141 137
132 3 2 3 24 137 141 142 138
133 3 2 3 24 138 142 143 139
134 3 2 3 24 139 143 144 140
135 3 2 3 24 140 144 11 12
136 3 2 3 24 42 43 145 141
137 3 2 3 24 141 145 146 142
138 3 2 3 24 142 146 147 143
139 3 2 3 24 143 147 148 144
140 3 2 3 24 144 148 10 11
141 3 2 3 24 43 44 149 145
142 3 2 3 24 145 149 150 146
143 3 2 3 24 146 150 151 147
144 3 2 3 24 147 151 152 148
145 3 2 3 24 148 152 9 10
146 3 2 3 24 44 1 28 149
147 3 2 3 24 149 28 27 150
148 3 2 3 24 150 27 26 151
149 3 2 3 24 151 26 25 152
150 3 2 3 24 152 25 3 9
