1 3 2 3 14 2 21 33 28
2 3 2 3 14 28 33 34 27
3 3 2 3 14 27 34 26 1
4 3 2 3 14 21 22 35 33
5 3 2 3 14 33 35 36 34
6 3 2 3 14 34 36 25 26
7 3 2 3 14 22 6 23 35
8 3 2 3 14 35 23 24 36
9 3 2 3 14 36 24 8 25
10 3 2 2 16 2 19 37 28
11 3 2 2 16 28 37 38 27
12 3 2 2 16 27 38 18 1
13 3 2 2 16 19 20 39 37
14 3 2 2 16 37 39 40 38
15 3 2 2 16 38 40 17 18
16 3 2 2 16 20 4 15 39
17 3 2 2 16 39 15 16 40
18 3 2 2 16 40 16 3 17
19 3 2 3 18 5 13 41 12
20 3 2 3 18 12 41 42 11
21 3 2 3 18 11 42 10 7
22 3 2 3 18 13 14 43 41
23 3 2 3 18 41 43 44 42
24 3 2 3 18 42 44 9 10
25 3 2 3 18 14 4 15 43
26 3 2 3 18 43 15 16 44
27 3 2 3 18 44 16 3 9
28 3 2 1 20 6 31 45 23
29 3 2 1 20 23 45 46 24
30 3 2 1 20 24 46 29 8
31 3 2 1 20 31 32 47 45
32 3 2 1 20 45 47 48 46
33 3 2 1 20 46 48 30 29
34 3 2 1 20 32 5 12 47
35 3 2 1 20 47 12 11 48
36 3 2 1 20 48 11 7 30
37 3 2 3 22 2 21 49 19
38 3 2 3 22 19 49 50 20
39 3 2 3 22 20 50 14 4
40 3 2 3 22 21 22 51 49
41 3 2 3 22 49 51 52 50
42 3 2 3 22 50 52 13 14
43 3 2 3 22 22 6 31 51
44 3 2 3 22 51 31 32 52
45 3 2 3 22 52 32 5 13
46 3 2 3 24 8 25 53 29
47 3 2 3 24 29 53 54 30
48 3 2 3 24 30 54 10 7
49 3 2 3 24 25 26 55 53
50 3 2 3 24 53 55 56 54
51 3 2 3 24 54 56 9 10
52 3 2 3 24 26 1 18 55
53 3 2 3 24 55 18 17 56
54 3 2 3 24 56 17 3 9
