1 0 0 0
2 1 0 0
3 0 1 0
4 1 1 0
5 1 1 1
6 1 0 1
7 0 1 1
8 0 0 1
9 0 1 0.1666666846182516
10 0 1 0.4999999999980572
11 0 1 0.8333333153805648
12 0.1666666846182516 1 1
13 0.4999999999980572 1 1
14 0.8333333153805648 1 1
15 1 1 0.8333333153808826
16 1 1 0.5000000000024816
17 1 1 0.1666666846196128
18 0.8333333153808826 1 0
19 0.5000000000024816 1 0
20 0.1666666846196128 1 0
21 0 0.8333333153808826 0
22 0 0.5000000000024816 0
23 0 0.1666666846196128 0
24 1 0.1666666846182516 0
25 1 0.4999999999980572 0
26 1 0.8333333153805648 0
27 1 0 0.1666666846182516
28 1 0 0.4999999999980572
29 1 0 0.8333333153805648
30 0.8333333153808826 0 1
31 0.5000000000024816 0 1
32 0.1666666846196128 0 1
33 0 0 0.8333333153808826
34 0 0 0.5000000000024816
35 0 0 0.1666666846196128
36 0.1666666846182516 0 0
37 0.4999999999980572 0 0
38 0.8333333153805648 0 0
39 0 0.1666666846182516 1
40 0 0.4999999999980572 1
41 0 0.8333333153805648 1
42 1 0.1666666846182516 1
43 1 0.4999999999980572 1
44 1 0.8333333153805648 1
45 0.8333333153806177 0 0.1666666846184784
46 0.4999999999987945 0 0.1666666846189321
47 0.1666666846184784 0 0.1666666846193859
48 0.8333333153807236 0 0.4999999999987946
49 0.5000000000002693 0 0.5000000000002695
50 0.1666666846189322 0 0.500000000001744
51 0.8333333153808298 0 0.8333333153806177
52 0.5000000000017442 0 0.8333333153807235
53 0.1666666846193859 0 0.8333333153808297
54 0.8333333153806177 0.1666666846184784 0
55 0.4999999999987945 0.1666666846189321 0
56 0.1666666846184784 0.1666666846193859 0
57 0.8333333153807236 0.4999999999987946 0
58 0.5000000000002693 0.5000000000002695 0
59 0.1666666846189322 0.500000000001744 0
60 0.8333333153808298 0.8333333153806177 0
61 0.5000000000017442 0.8333333153807235 0
62 0.1666666846193859 0.8333333153808297 0
63 0.8333333153806179 1 0.8333333153808298
64 0.4999999999987947 1 0.8333333153807236
65 0.1666666846184784 1 0.8333333153806177
66 0.8333333153807236 1 0.5000000000017442
67 0.5000000000002693 1 0.5000000000002693
68 0.1666666846189322 1 0.4999999999987945
69 0.8333333153808298 1 0.1666666846193859
70 0.5000000000017442 1 0.1666666846189322
71 0.1666666846193859 1 0.1666666846184784
72 0.8333333153808297 0.1666666846182516 1
73 0.5000000000017442 0.1666666846182516 1
74 0.1666666846193859 0.1666666846182516 1
75 0.8333333153807235 0.4999999999980572 1
76 0.5000000000002693 0.4999999999980572 1
77 0.1666666846189322 0.4999999999980572 1
78 0.8333333153806178 0.8333333153805648 1
79 0.4999999999987946 0.8333333153805648 1
80 0.1666666846184784 0.8333333153805648 1
81 1 0.1666666846182516 0.1666666846184784
82 1 0.4999999999980572 0.1666666846189322
83 1 0.8333333153805648 0.1666666846193859
84 1 0.1666666846182516 0.4999999999987945
85 1 0.4999999999980572 0.5000000000002695
86 1 0.8333333153805648 0.5000000000017442
87 1 0.1666666846182516 0.8333333153806176
88 1 0.4999999999980572 0.8333333153807235
89 1 0.8333333153805648 0.8333333153808297
90 0 0.1666666846184784 0.8333333153808296
91 0 0.4999999999987947 0.8333333153807236
92 0 0.8333333153806179 0.8333333153806179
93 0 0.1666666846189322 0.5000000000017442
94 0 0.5000000000002693 0.5000000000002693
95 0 0.8333333153807236 0.4999999999987945
96 0 0.1666666846193859 0.1666666846193858
97 0 0.5000000000017442 0.1666666846189321
98 0 0.8333333153808298 0.1666666846184784
99 0.8333333153806533 0.1666666846184406 0.1666666846186297
100 0.833333315380724 0.4999999999986716 0.1666666846189322
101 0.8333333153807944 0.8333333153806088 0.1666666846192346
102 0.499999999999286 0.1666666846188188 0.1666666846189321
103 0.5000000000002692 0.4999999999999006 0.1666666846189323
104 0.5000000000012526 0.8333333153806969 0.1666666846189322
105 0.1666666846186296 0.1666666846191968 0.1666666846192345
106 0.1666666846189322 0.5000000000011298 0.1666666846189321
107 0.1666666846192346 0.8333333153807857 0.1666666846186297
108 0.8333333153807239 0.166666684618365 0.4999999999992861
109 0.8333333153807233 0.4999999999984258 0.5000000000002693
110 0.8333333153807237 0.8333333153805914 0.5000000000012526
111 0.5000000000002693 0.1666666846185917 0.5000000000002693
112 0.5000000000002692 0.4999999999991632 0.5000000000002693
113 0.5000000000002693 0.833333315380644 0.5000000000002693
114 0.1666666846189322 0.1666666846188188 0.5000000000012526
115 0.1666666846189322 0.4999999999999006 0.5000000000002693
116 0.1666666846189322 0.8333333153806973 0.4999999999992859
117 0.8333333153807944 0.1666666846182894 0.833333315380653
118 0.8333333153807239 0.4999999999981801 0.8333333153807236
119 0.8333333153806533 0.8333333153805738 0.8333333153807946
120 0.5000000000012526 0.166666684618365 0.8333333153807236
121 0.5000000000002693 0.4999999999984259 0.8333333153807231
122 0.4999999999992865 0.8333333153805914 0.8333333153807236
123 0.1666666846192346 0.1666666846184406 0.8333333153807941
124 0.1666666846189322 0.4999999999986716 0.8333333153807236
125 0.1666666846186296 0.8333333153806094 0.833333315380653
